"gene_id","L22.1","L22.2","L22.3","R22.1","R22.2","R22.3","L27.1","L27.2","L27.3","R27.1","R27.2","R27.3","L32.1","L32.2","L32.3","R32.1","R32.2","R32.3"
"2607588519",344,138,36,174,165,231,33,25,6,381,292,307,394,282,177,194,203,170
"2607588520",156,56,26,69,93,109,20,10,12,185,111,124,150,137,74,88,120,88
"2607588521",95,41,16,63,63,53,19,9,0,77,68,54,58,45,38,52,43,62
"2607588522",71,11,10,31,22,40,1,4,0,80,49,57,67,62,36,43,26,24
"2607588523",185,93,18,117,148,104,22,29,6,186,156,176,210,197,141,104,122,123
"2607588524",130,40,14,49,64,71,9,8,0,120,55,102,101,95,57,62,49,49
"2607588526",411,162,50,98,121,189,18,22,6,209,218,220,255,202,122,126,153,141
"2607588528",0,2,0,0,2,0,0,0,0,6,0,0,2,2,0,2,0,4
"2607588529",10,0,0,6,0,2,0,0,4,14,7,5,2,6,10,3,2,4
"2607588530",25,9,0,13,20,15,2,0,1,35,17,22,20,9,13,14,10,13
"2607588531",462,191,44,218,243,356,44,24,10,817,563,442,638,480,258,250,400,374
"2607588532",37,13,4,10,28,23,0,3,0,27,24,30,42,18,22,16,37,2
"2607588533",105,30,20,36,44,71,16,2,0,94,83,58,83,81,80,70,80,34
"2607588534",121,87,16,73,95,82,24,20,2,159,83,107,149,143,89,96,66,77
"2607588535",0,0,0,2,0,0,0,2,0,0,1,0,3,0,4,6,4,5
"2607588536",67,16,4,28,31,34,2,2,2,40,41,36,37,22,34,15,22,15
"2607588539",797,256,51,350,388,527,74,39,13,767,449,429,907,650,427,260,383,298
"2607588544",458,260,110,195,208,185,218,116,67,956,970,935,774,644,535,1249,1200,1121
"2607588545",489,160,50,172,176,225,104,63,12,1032,891,933,783,740,513,873,890,893
"2607588547",587,222,109,269,308,395,243,138,34,1369,1258,908,1484,1422,921,1400,1623,1472
"2607588548",88,40,12,76,90,105,14,12,2,140,135,165,97,85,74,122,103,107
"2607588549",172,87,33,144,153,188,44,21,12,359,186,178,244,219,116,124,166,167
"2607588550",379,184,70,225,330,310,75,37,7,517,397,399,468,478,298,283,374,281
"2607588554",677,335,171,425,457,535,84,58,8,236,230,234,564,439,305,152,193,150
"2607588555",591,228,111,278,300,317,74,32,6,523,339,349,508,361,218,258,283,255
"2607588556",330,133,32,195,221,304,40,26,2,486,368,358,372,296,242,203,291,232
"2607588558",295,86,22,169,186,268,37,22,8,587,401,358,427,309,209,249,263,249
"2607588560",31,10,5,33,13,16,2,2,0,53,42,46,49,56,22,46,31,14
"2607588561",1209,417,136,618,670,926,143,47,12,2009,1195,1076,1454,1086,622,747,1027,856
"2607588562",1219,500,206,638,764,915,269,170,46,1800,1207,898,1205,1027,655,900,959,835
"2607588563",585,155,33,290,315,426,28,22,2,1092,611,463,670,525,240,402,479,308
"2607588564",7,2,0,4,3,4,0,0,2,12,7,6,0,7,4,2,3,3
"2607588565",1068,348,48,493,648,893,64,64,0,1607,960,898,769,604,444,645,762,591
"2607588568",706,337,171,382,429,428,170,98,28,573,572,589,693,630,410,398,354,323
"2607588569",2651,2026,1428,2273,2592,2225,813,527,413,1525,1223,1268,1234,947,997,1414,1084,1084
"2607588570",102,45,36,67,54,93,10,4,2,113,81,88,84,40,31,48,38,46
"2607588571",868,388,186,431,525,552,144,54,30,970,717,699,1283,1211,776,712,786,663
"2607588574",18,8,2,14,17,10,2,0,3,15,13,6,18,8,16,18,6,2
"2607588575",211,125,38,91,115,120,36,6,6,163,80,89,138,98,49,66,69,54
"2607588576",997,343,94,336,414,455,86,42,6,633,428,451,492,512,312,330,304,276
"2607588581",76,33,18,57,35,65,13,4,2,94,53,71,89,71,55,46,68,49
"2607588584",38,16,12,20,26,31,8,2,0,46,32,50,55,34,28,22,27,15
"2607588586",0,0,0,0,0,1,0,1,0,2,2,5,5,0,1,0,0,1
"2607588589",2,7,2,6,2,5,6,6,4,28,22,28,29,14,10,30,35,30
"2607588590",1,0,0,2,0,1,0,0,0,7,2,4,2,3,1,6,0,0
"2607588591",14,5,2,6,16,5,5,0,0,22,4,6,17,22,18,11,3,8
"2607588592",17389,6172,3007,7291,7950,9342,4373,2239,772,13366,8786,7936,19665,15792,9186,8130,8429,8059
"2607588593",6623,1810,726,1209,1331,1415,779,347,79,1199,858,762,3570,2715,1777,626,605,580
"2607588594",5923,2160,1116,1270,1285,1281,1128,556,217,900,698,569,3016,2380,1609,591,462,530
"2607588597",12358,5128,2766,2731,3108,3015,2429,1234,434,1786,1283,1326,7415,6667,4616,1343,1256,1239
"2607588600",1218,469,218,328,416,290,280,137,30,174,98,105,650,480,404,137,115,100
"2607588601",2831,850,389,642,606,624,434,180,22,355,252,231,1718,1290,874,245,253,216
"2607588602",8794,3335,2214,2707,3005,2714,3419,1657,623,1430,1146,1222,7336,6605,4662,1733,1508,1469
"2607588604",228,58,10,89,27,74,14,14,2,32,41,39,145,81,72,31,39,22
"2607588606",444,290,187,280,282,271,71,68,45,307,254,282,315,257,182,335,305,350
"2607588607",269,144,120,173,224,183,242,134,66,508,357,314,917,722,643,294,317,280
"2607588608",48,27,6,16,18,25,16,12,4,43,37,33,58,50,39,25,24,35
"2607588609",601,241,100,234,304,348,128,74,36,869,530,665,985,784,581,488,624,453
"2607588610",642,165,77,148,205,250,55,38,4,381,269,311,603,412,305,229,269,207
"2607588614",43,11,4,12,10,23,10,0,0,89,55,31,79,54,30,21,54,24
"2607588615",26,12,2,20,14,25,4,6,3,44,20,32,39,24,29,28,20,28
"2607588618",2,6,0,2,3,7,0,2,0,18,7,3,12,15,8,12,7,11
"2607588619",337,97,72,135,217,212,83,45,32,450,316,249,447,450,301,313,325,277
"2607588621",98,32,18,44,57,49,34,8,2,102,75,61,159,124,109,85,74,77
"2607588625",1237,444,106,531,623,763,98,63,12,2004,1045,929,1393,1052,575,968,1211,958
"2607588631",14,3,0,13,9,18,2,1,0,34,10,18,15,19,7,11,29,19
"2607588632",0,4,0,3,0,4,0,1,0,12,3,3,16,6,0,8,2,3
"2607588633",0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,1,0,0
"2607588634",37,14,10,35,55,40,10,0,0,53,40,53,44,42,20,34,48,17
"2607588636",485,222,84,176,207,202,129,69,20,346,195,282,458,387,245,221,260,274
"2607588637",46,25,0,15,11,32,1,6,0,117,51,52,70,68,25,21,36,43
"2607588639",345,211,139,204,253,216,106,106,30,328,221,219,235,224,177,205,143,220
"2607588640",152,78,22,106,113,109,48,23,8,177,98,105,190,166,90,118,131,111
"2607588643",656,276,121,888,951,913,112,68,16,1177,1150,1008,738,716,386,772,771,705
"2607588645",4,0,2,0,2,1,0,2,0,0,1,0,0,4,0,0,0,0
"2607588646",24,5,1,9,13,13,0,2,0,21,9,13,15,3,11,6,2,0
"2607588648",454,181,90,133,213,180,91,48,14,387,293,336,510,425,299,341,336,289
"2607588649",20,10,0,10,22,30,6,4,0,27,15,17,24,14,3,20,21,24
"2607588650",16,6,2,8,1,5,2,2,0,12,16,0,13,12,8,8,3,10
"2607588651",50,16,20,30,30,26,8,4,0,37,32,32,41,31,18,22,22,23
"2607588656",7,2,0,0,2,4,0,0,2,4,10,3,5,0,3,6,2,2
"2607588657",2,0,0,0,0,3,2,0,0,1,0,0,0,2,0,3,0,0
"2607588658",30,7,2,4,14,15,2,0,0,33,11,27,13,7,10,18,16,14
"2607588663",62,22,8,28,32,70,0,4,0,85,78,97,71,46,28,24,51,32
"2607588664",2872,963,208,1285,1427,2118,239,131,12,2770,2147,2069,2095,1655,830,873,1206,978
"2607588666",109,34,5,44,42,86,9,5,0,99,63,78,66,48,41,39,63,30
"2607588667",605,227,102,270,351,333,120,48,28,632,448,386,441,409,285,393,444,451
"2607588668",239,100,37,135,112,157,33,23,8,375,247,272,293,240,158,181,185,155
"2607588670",49,31,16,19,42,56,2,2,2,55,67,66,29,16,18,51,26,24
"2607588671",61,12,4,27,24,37,0,2,0,73,49,40,52,28,13,38,34,8
"2607588672",762,265,48,335,472,607,46,42,3,796,543,590,465,349,230,364,383,355
"2607588673",1651,738,266,697,819,941,208,155,48,1542,1046,975,1184,1007,733,1037,1057,929
"2607588674",663,192,46,375,419,595,48,24,4,836,633,526,529,439,232,328,389,306
"2607588675",634,286,88,292,335,417,97,55,14,784,508,521,633,531,295,358,482,340
"2607588676",181,54,28,69,109,132,8,15,4,214,129,142,239,196,133,116,134,113
"2607588677",66,12,4,17,35,19,4,6,0,67,46,28,41,34,30,39,27,17
"2607588678",45,10,4,32,24,46,2,2,0,90,30,46,86,45,33,51,49,37
"2607588679",1523,564,254,625,571,762,140,90,20,1240,989,922,1193,1045,624,884,992,913
"2607588680",13,2,2,6,6,10,0,2,0,18,9,10,21,8,7,12,5,9
"2607588681",1,1,0,5,0,2,0,0,0,0,2,1,2,1,0,1,1,0
"2607588682",61,30,4,14,27,51,4,2,0,40,20,24,42,26,24,22,24,19
"2607588686",48,12,4,26,14,28,3,0,0,31,31,26,51,45,22,11,36,21
"2607588687",182,83,31,87,139,139,29,20,6,216,154,145,238,185,131,157,131,139
"2607588690",14,8,0,11,8,17,0,0,0,8,8,12,16,7,6,4,7,11
"2607588691",25,2,2,17,2,16,2,2,0,15,17,26,24,12,10,24,24,17
"2607588693",541,159,41,333,284,456,47,32,12,637,360,394,515,447,298,363,427,439
"2607588694",4726,1726,582,3424,3664,5127,828,530,139,12351,8379,6662,11185,8904,4849,4101,5020,4131
"2607588695",535,238,96,192,223,273,54,49,18,423,349,356,494,388,232,293,263,273
"2607588697",464,144,62,203,209,304,33,40,0,409,532,609,544,435,265,451,508,347
"2607588699",305,99,16,106,125,146,13,6,0,343,217,179,324,272,129,147,178,202
"2607588701",80,34,26,28,50,52,12,14,4,53,37,46,57,37,31,52,60,45
"2607588705",48,22,19,38,33,65,22,15,8,109,52,55,114,83,76,64,40,84
"2607588707",0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
"2607588708",0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2
"2607588709",0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
"2607588710",960,384,181,321,388,412,90,61,16,444,360,408,431,367,247,283,316,297
"2607588711",429,155,68,200,239,281,50,24,16,439,336,310,415,275,233,295,355,266
"2607588712",15,6,6,51,25,24,5,3,2,104,76,58,64,62,44,41,76,52
"2607588713",1,0,0,8,7,14,3,0,0,32,12,15,12,6,8,30,26,19
"2607588714",0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
"2607588716",491,272,177,304,330,349,174,51,49,440,315,465,937,810,534,584,550,592
"2607588717",90,86,40,69,97,105,53,33,20,160,111,131,236,239,185,209,175,156
"2607588718",105,67,44,58,97,85,27,18,22,176,157,136,238,218,138,166,135,110
"2607588720",3,4,2,4,7,2,0,0,0,3,2,0,8,11,5,3,6,6
"2607588721",196,97,79,96,118,102,70,76,30,180,172,155,226,235,223,172,129,128
"2607588722",84,44,34,57,86,74,22,26,2,89,66,58,78,91,53,52,52,59
"2607588723",927,384,221,48,63,71,14,10,3,17,20,30,98,89,51,15,15,11
"2607588724",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2607588725",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2607588726",1209,526,283,473,668,618,304,159,45,1257,805,787,1199,1005,645,834,956,958
"2607588727",538,224,163,218,286,298,136,106,66,532,329,317,675,577,463,419,392,474
"2607588728",83,44,29,40,33,50,38,8,2,85,41,69,137,127,80,69,99,72
"2607588730",829,316,170,563,575,694,354,152,32,2062,915,643,1557,985,677,799,842,852
"2607588731",313,207,125,218,254,327,105,60,38,643,393,337,417,351,230,376,349,315
"2607588733",545,327,154,439,458,476,105,83,14,779,520,541,541,543,365,452,432,429
"2607588735",542,261,88,202,186,218,50,39,10,296,224,265,233,209,126,149,172,135
"2607588736",75,23,10,18,35,29,8,3,0,60,39,31,58,30,27,26,22,21
"2607588737",12,7,8,10,6,13,2,0,0,3,10,6,10,10,6,2,2,4
"2607588739",75,27,4,30,29,45,6,2,0,45,32,34,83,44,17,30,38,46
"2607588741",46,20,0,26,27,21,2,0,0,71,28,29,30,30,12,15,22,9
"2607588745",37,22,16,14,22,32,26,14,14,66,40,32,160,173,146,68,78,92
"2607588746",16,1,0,4,2,11,4,0,3,10,1,4,34,35,17,6,8,16
"2607588747",72,30,28,72,33,53,34,18,10,84,67,39,100,56,56,59,81,100
"2607588748",49,17,8,38,31,50,9,0,2,38,39,22,43,52,23,25,10,25
"2607588750",73,20,10,18,15,35,4,8,2,58,42,34,60,38,35,50,38,54
"2607588751",86,40,10,50,56,58,14,4,0,117,88,78,130,108,79,99,72,106
"2607588752",393,200,107,238,310,277,117,75,38,540,413,345,596,631,352,394,471,392
"2607588753",1045,313,94,572,617,810,120,62,4,1717,1056,975,1167,851,627,698,800,681
"2607588755",944,260,93,471,506,770,64,44,4,1058,716,768,642,484,367,362,508,330
"2607588756",286,119,38,197,196,203,48,24,10,279,180,260,313,217,122,174,195,155
"2607588757",2787,1042,337,1208,1133,1709,264,180,44,2810,1918,1968,2558,1918,1084,1264,1434,1434
"2607588762",522,176,70,186,234,303,26,22,0,278,199,206,301,296,145,174,143,143
"2607588763",436,224,138,205,287,259,84,36,20,416,351,311,347,339,197,264,329,272
"2607588764",40,13,0,9,15,5,0,0,0,20,15,34,14,12,8,14,14,8
"2607588766",1432,586,274,361,451,466,119,60,15,384,283,323,534,490,304,305,306,312
"2607588768",41,9,0,28,25,54,2,4,0,50,16,49,23,30,18,19,21,9
"2607588769",45,20,4,46,32,67,4,0,2,69,34,40,54,40,28,28,28,32
"2607588771",106,56,39,59,66,69,22,16,2,155,97,101,167,140,84,130,141,75
"2607588774",484,279,125,244,400,376,92,36,22,243,231,212,269,232,189,241,274,319
"2607588777",402,216,96,162,230,269,86,51,27,472,347,289,593,485,328,301,366,337
"2607588778",126,48,26,70,97,73,18,16,8,116,133,83,177,141,78,70,102,77
"2607588781",863,393,101,472,489,792,76,58,20,1559,1112,989,1329,985,648,606,891,697
"2607588783",1041,459,119,555,608,666,79,40,9,724,573,663,632,535,332,483,464,476
"2607588784",4789,2110,1128,2788,3305,3368,596,432,141,4132,2929,3055,2089,1815,1252,2675,2449,2398
"2607588785",25,4,0,11,2,11,2,2,0,21,9,22,14,8,0,6,8,2
"2607588791",166,54,10,58,72,104,7,0,0,198,120,108,132,132,48,94,104,80
"2607588792",188,50,12,79,131,131,19,6,0,244,184,167,197,169,108,126,129,108
"2607588793",990,544,284,509,665,610,251,133,42,928,656,618,879,698,514,815,687,803
"2607588794",398,206,105,167,242,243,112,74,44,561,498,356,692,617,500,551,455,532
"2607588795",60,26,10,24,38,24,10,2,0,51,56,62,79,96,54,59,66,58
"2607588796",0,0,0,0,0,0,0,0,0,0,1,1,1,2,0,0,1,0
"2607588797",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2607588798",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2607588799",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2607588800",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"2607588801",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2607588802",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2607588803",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2607588804",226,89,24,98,116,114,35,12,6,217,138,127,218,162,72,114,144,128
"2607588806",45,12,0,19,20,29,1,4,1,33,31,31,32,21,9,34,48,37
"2607588807",75,30,8,31,41,52,4,0,0,76,58,38,83,52,24,58,57,38
"2607588808",29,7,0,14,7,14,0,2,0,20,27,23,22,25,11,8,16,12
"2607588810",23,8,0,7,5,22,0,2,2,35,26,13,13,21,0,1,9,2
"2607588811",867,294,73,356,396,563,72,29,4,940,602,642,670,547,364,427,523,420
"2607588818",5708,2545,931,1934,2572,3132,523,278,56,2808,1635,1307,2504,2572,1515,1324,1868,2081
"2607588819",311,119,20,71,122,155,20,5,2,86,77,38,94,84,50,60,60,84
"2607588821",9,6,0,0,0,3,0,0,0,8,2,2,14,8,3,4,3,2
"2607588822",4,0,0,4,6,4,0,0,2,5,0,1,2,5,3,2,0,0
"2607588823",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2607588824",5,0,0,4,2,4,0,0,0,10,4,2,2,12,1,0,0,0
"2607588825",0,0,2,4,0,0,0,0,0,1,0,0,0,2,0,0,5,0
"2607588826",6,0,0,0,2,0,0,0,0,2,4,4,2,6,0,0,0,0
"2607588827",22,5,2,14,4,7,0,0,0,5,10,4,10,3,3,4,11,4
"2607588828",8,5,0,1,2,9,0,2,0,15,8,2,20,9,5,4,3,1
"2607588831",4934,2526,1307,3459,3879,3914,1989,1313,506,9008,5960,5763,9266,7712,6113,4743,4924,4675
"2607588832",740,280,123,350,426,474,60,35,10,508,388,347,636,511,216,194,337,293
"2607588833",512,197,70,235,300,290,72,38,10,504,352,320,556,487,340,266,354,285
"2607588835",13,6,0,12,10,0,2,0,0,17,9,14,14,18,7,9,8,12
"2607588836",2,3,4,8,3,5,0,0,0,15,4,5,12,8,4,2,9,3
"2607588837",14,8,0,0,10,4,0,0,2,26,18,16,28,44,11,16,19,18
"2607588838",0,0,0,2,0,4,0,0,2,14,2,0,6,2,0,2,0,0
"2607588840",3318,1535,582,1449,1704,1841,362,200,69,1656,1354,1356,1404,1278,782,1269,1187,1327
"2607588841",324,85,23,58,118,117,1,21,0,163,109,104,119,95,34,63,55,44
"2607588842",4701,2175,1292,1310,1779,1742,469,267,98,1143,1090,1290,1736,1773,1184,960,799,813
"2607588843",612,314,164,294,311,400,128,88,24,479,368,328,686,682,459,503,444,496
"2607588844",159,66,14,76,87,101,22,31,14,160,133,137,237,200,116,113,122,132
"2607588845",12,4,4,70,57,45,28,16,4,221,110,117,109,92,77,81,105,83
"2607588847",127,58,20,44,64,71,38,18,6,197,91,90,126,119,79,70,102,116
"2607588849",0,0,0,0,0,0,2,0,0,0,4,0,4,0,1,0,0,0
"2607588850",23,11,2,8,6,8,4,1,0,33,19,29,44,21,7,5,19,13
"2607588851",10,11,4,6,7,14,4,2,4,14,17,8,30,21,6,11,9,6
"2607588852",7,4,0,2,3,6,2,0,0,18,3,4,4,10,0,5,6,4
"2607588859",5,2,0,0,3,10,0,0,0,4,2,5,4,13,0,0,0,4
"2607588860",38,20,20,32,22,28,8,6,6,28,27,15,36,33,34,22,25,24
"2607588861",19,8,0,5,8,7,2,0,2,7,8,8,16,23,4,15,7,13
"2607588862",20,6,0,8,2,20,0,2,0,23,38,14,35,38,7,12,18,10
"2607588863",24,6,2,16,8,10,0,4,0,39,23,26,38,16,24,12,26,14
"2607588866",32,29,5,47,43,54,14,2,4,65,74,60,105,87,36,60,66,77
"2607588867",0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"2607588868",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2607588872",890,493,298,520,587,584,315,155,98,872,640,661,1016,863,719,778,666,756
"2607588873",241,103,30,94,122,171,16,12,2,216,97,118,122,129,95,62,148,109
"2607588874",88,38,10,56,59,54,8,5,0,77,32,41,64,37,31,24,39,25
"2607588875",53,28,12,46,33,45,4,8,5,162,52,52,21,42,25,23,30,22
"2607588878",187,66,11,76,72,122,12,19,1,233,129,105,173,148,80,86,119,69
"2607588880",235,93,46,145,131,129,38,40,6,268,97,161,204,184,126,148,126,135
"2607588881",181,74,8,110,77,106,16,7,2,108,97,79,116,111,87,70,83,98
"2607588882",41,27,0,14,19,25,2,9,0,33,28,15,45,39,23,7,23,13
"2607588883",270,126,46,164,173,196,38,39,4,175,146,211,274,298,122,135,153,101
"2607588886",9,0,0,2,0,6,0,0,0,3,9,3,2,2,0,0,2,3
"2607588887",328,98,33,137,179,179,39,16,8,489,298,341,371,298,172,279,271,244
"2607588888",3237,1275,409,1350,1745,2060,394,265,52,4773,3204,3175,3803,3043,2034,2416,2869,2401
"2607588891",60,25,8,25,47,50,6,4,4,130,69,63,118,47,51,42,42,41
"2607588893",1250,472,150,480,627,771,101,59,20,951,674,675,730,619,335,596,639,645
"2607588894",172,80,14,147,157,219,24,34,0,619,382,372,538,426,255,284,403,315
"2607588899",4492,1723,772,2100,2575,2904,576,314,100,6105,3923,3920,4353,3535,2342,3547,3873,3583
"2607588902",213,76,30,116,147,194,47,16,2,834,404,422,447,350,218,319,443,394
"2607588903",85,57,18,106,88,127,49,24,12,359,215,244,293,228,163,218,242,179
"2607588904",42,8,6,1,25,20,4,4,0,40,23,18,29,22,12,19,15,15
"2607588905",3416,1989,1138,1235,1488,1257,1069,710,387,1394,1620,1541,2295,2127,1828,2040,1697,2006
"2607588908",282,174,112,172,200,216,107,64,18,372,279,255,389,367,236,328,386,345
"2607588909",359,214,58,199,267,292,67,51,14,461,351,273,532,481,262,497,527,468
"2607588910",279,175,123,191,307,249,122,64,18,345,271,296,363,405,301,373,377,396
"2607588911",41,13,2,34,25,28,5,2,2,54,29,48,68,50,37,38,70,40
"2607588912",2701,1410,605,1296,1778,1845,534,407,108,3428,2911,2869,4430,4234,3050,3816,3949,3675
"2607588913",343,121,37,119,198,252,21,17,1,435,373,288,522,492,288,247,371,299
"2607588915",114,46,8,31,39,69,6,6,0,88,73,62,123,69,33,28,72,52
"2607588917",614,338,157,410,392,435,116,99,48,793,478,436,711,526,397,431,400,401
"2607588922",656,280,107,315,366,484,42,18,15,391,326,211,203,221,152,160,254,218
"2607588923",822,341,146,371,411,508,95,45,11,338,243,143,388,397,221,270,380,348
"2607588924",1203,549,253,515,742,743,214,105,50,761,590,342,1009,924,684,806,945,870
"2607588934",4301,1869,1000,2781,3803,3960,651,318,100,3560,3572,2350,2465,2327,1754,2596,3224,2919
"2607588936",8199,4377,1723,6340,8523,9281,1085,611,169,8000,8061,6093,4485,4461,3427,5584,7137,7416
"2607588937",7564,3817,2069,4402,5839,5978,1092,686,190,4771,4523,3420,3330,3164,2415,2957,3795,3695
"2607588939",321,146,79,219,238,257,128,41,24,757,653,669,666,540,373,417,517,589
"2607588942",612,252,90,168,185,250,100,57,6,237,246,202,381,363,235,192,203,225
"2607588945",72,30,6,28,32,40,10,6,0,54,50,41,46,37,26,28,55,33
"2607588947",258,77,39,125,182,207,41,40,2,202,218,147,265,252,159,154,229,194
"2607588949",19,6,4,2,2,6,4,2,0,13,0,7,4,13,10,6,3,16
"2607588951",259,91,28,141,152,181,30,6,4,250,181,215,226,224,118,127,117,154
"2607588952",2788,1159,484,950,1284,1475,405,184,58,1427,1088,1133,1971,1717,1082,1048,1209,1133
"2607588954",315,200,84,118,210,205,82,60,20,224,168,219,268,315,206,226,220,262
"2607588955",52,20,4,43,30,45,16,20,0,161,80,100,140,134,122,116,122,77
"2607588956",62,30,20,23,22,24,2,24,4,66,43,29,135,94,50,34,28,14
"2607588957",0,0,0,1,0,0,0,2,0,3,2,1,2,1,2,0,0,2
"2607588958",6,0,0,0,0,4,0,0,0,3,0,2,4,3,0,2,0,2
"2607588959",2,0,0,0,2,4,0,0,0,4,2,0,0,0,0,6,0,2
"2607588960",0,0,0,0,0,2,0,0,0,4,3,4,4,2,4,2,3,0
"2607588962",6,1,0,4,4,6,0,0,0,5,1,10,13,16,5,0,4,2
"2607588964",4,2,2,2,10,5,2,0,0,4,8,6,18,4,2,2,4,8
"2607588966",95,26,4,61,67,89,8,6,0,185,176,93,103,99,60,71,71,75
"2607588967",44,19,6,31,32,35,16,4,4,68,46,56,70,70,34,36,49,43
"2607588971",975,397,112,373,496,660,136,55,16,1259,740,718,1056,831,524,645,798,699
"2607588972",508,310,84,290,303,406,74,65,18,626,559,561,558,538,297,502,472,508
"2607588975",654,307,162,501,517,570,146,104,31,1629,1082,1125,912,764,527,946,1001,824
"2607588976",174,35,14,113,119,193,4,11,0,855,377,433,321,246,130,244,311,219
"2607588979",176,93,57,64,90,80,42,20,8,184,111,108,152,130,83,126,121,134
"2607588981",0,0,0,0,0,0,0,0,0,0,0,6,0,0,1,0,0,0
"2607588982",0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,1,0
"2607588983",72,14,10,37,42,50,12,12,6,76,50,61,79,48,28,85,58,80
"2607588986",176,98,38,98,124,134,58,12,8,207,107,145,199,251,167,117,137,133
"2607588991",668,277,124,269,347,398,82,97,26,509,439,498,1532,1272,797,528,608,670
"2607588995",440,215,67,288,293,313,86,34,10,553,369,368,444,374,230,269,293,261
"2607588996",448,240,88,289,234,319,45,44,14,429,292,312,416,368,265,292,248,241
"2607588997",2,0,0,0,1,0,0,0,0,0,0,0,5,1,0,1,2,0
"2607588998",4,1,0,2,0,6,0,0,0,15,3,4,5,0,0,0,0,0
"2607589001",369,180,146,206,311,262,84,50,30,396,284,331,380,308,219,329,226,299
"2607589006",2,4,0,0,2,12,0,0,0,2,2,7,4,4,0,10,4,4
"2607589007",4,0,4,4,2,4,2,0,0,2,8,5,10,6,6,2,2,6
"2607589009",2,4,0,0,2,7,0,2,0,8,2,3,10,5,0,4,8,8
"2607589010",16,8,2,6,5,0,0,2,0,15,15,4,16,37,17,9,8,8
"2607589012",24,7,18,12,16,20,6,4,4,36,16,19,38,35,23,20,24,15
"2607589014",54,21,12,45,37,49,7,0,0,41,45,40,55,51,31,50,37,35
"2607589015",325,141,60,227,280,254,54,44,12,344,281,320,229,200,122,374,286,245
"2607589016",90,36,21,17,33,20,4,8,0,85,49,35,35,45,56,41,30,57
"2607589017",186,88,48,98,114,138,45,34,8,290,184,181,239,207,148,164,194,168
"2607589019",1,0,0,3,3,5,0,0,0,6,4,12,7,1,0,1,2,2
"2607589020",1,0,0,0,0,2,0,0,0,1,0,5,0,0,0,0,1,1
"2607589025",18,11,0,10,8,8,0,0,0,32,5,21,20,13,1,5,4,14
"2607589027",232,101,21,133,150,186,27,21,4,347,236,272,379,231,165,199,239,192
"2607589032",54,27,4,27,15,33,18,2,4,102,64,81,162,139,96,58,67,69
"2607589033",21,8,2,11,17,21,0,3,0,26,27,12,26,29,21,12,17,23
"2607589036",1,6,0,0,0,0,2,0,0,3,2,0,0,3,2,0,4,2
"2607589037",0,0,0,0,0,0,0,0,0,1,3,0,0,1,1,0,0,4
"2607589038",0,0,2,2,0,2,0,2,2,3,1,7,6,5,2,1,0,2
"2607589039",0,0,1,0,0,4,0,0,0,0,0,0,2,0,0,0,0,0
"2607589041",63,47,24,22,25,48,25,2,2,26,37,32,66,50,32,40,20,38
"2607589042",87,44,16,26,32,46,26,8,0,47,34,42,88,66,17,21,37,29
"2607589043",95,42,2,19,46,34,12,5,2,67,41,56,61,73,54,30,52,36
"2607589044",162,95,22,42,63,65,24,19,0,70,56,73,123,69,49,35,40,50
"2607589045",214,86,25,66,99,118,36,24,2,148,110,123,228,207,125,91,110,113
"2607589046",368,156,80,248,282,266,72,41,16,354,244,224,420,354,274,328,325,329
"2607589047",102,65,60,59,83,60,28,28,13,91,74,116,148,165,92,93,104,87
"2607589049",18,10,0,6,3,8,0,1,0,14,12,10,8,8,4,10,5,2
"2607589050",2,0,0,6,0,0,0,0,0,6,0,0,6,0,0,0,0,0
"2607589051",0,0,0,0,0,0,0,0,0,0,2,0,0,2,2,0,0,0
"2607589052",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2607589053",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2607589054",0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
"2607589055",0,0,0,2,0,0,0,0,0,0,2,0,0,0,1,0,0,4
"2607589056",0,0,0,2,0,6,0,0,0,3,0,2,0,0,0,0,0,0
